trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 1.0}",25,0,-63.69086410902307,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.9950041652780257}",25,0,-107.02301073223933,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.1, 'e': 0.9800665778412416}",25,0,-149.89468263849767,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
4,False,"{'a': 0.1, 'e': 0.955336489125606}",25,0,-79.77583416415621,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.1, 'e': 0.9210609940028851}",20,0,-84.10098413132872,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
6,False,"{'a': 0.1, 'e': 0.8775825618903728}",30,15,-26.442847406252838,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
7,False,"{'a': 0.1, 'e': 0.8253356149096782}",30,0,-44.637094146744175,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
8,False,"{'a': 0.1, 'e': 0.7648421872844884}",30,0,-97.22138005521015,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
9,False,"{'a': 0.1, 'e': 0.6967067093471655}",25,0,-47.223725619592365,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
10,False,"{'a': 0.1, 'e': 0.6216099682706645}",25,0,-103.70666965956039,"{0: 15, 1: 6, 2: 1, 3: 2, 4: 1}",0
11,False,"{'a': 0.1, 'e': 0.5403023058681398}",25,7,-50.79888639435136,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
12,False,"{'a': 0.1, 'e': 0.4535961214255773}",20,0,-105.0943161235156,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
13,False,"{'a': 0.1, 'e': 0.3623577544766734}",20,10,8.438887265574916,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.1, 'e': 0.26749882862458735}",20,0,-5.25782629411639,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
15,False,"{'a': 0.1, 'e': 0.16996714290024081}",30,3,6.574108812132224,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 0}",1
16,False,"{'a': 0.1, 'e': 0.0707372016677029}",20,0,13.47039964130772,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
17,False,"{'a': 0.1, 'e': 0.029199522301288815}",25,16,16.032184518756416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.1, 'e': 0.12884449429552486}",30,12,21.52180418849403,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.1, 'e': 0.2272020946930871}",30,18,1.1854167507237654,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.1, 'e': 0.3232895668635036}",35,0,-23.59331280652397,"{0: 29, 1: 1, 2: 4, 3: 1, 4: 0}",0
21,False,"{'a': 0.1, 'e': 0.4161468365471424}",20,0,-19.93784243272409,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
22,False,"{'a': 0.1, 'e': 0.5048461045998575}",25,10,-100.43534816219953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 3}",1
23,False,"{'a': 0.1, 'e': 0.5885011172553458}",20,0,-43.40167276211087,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
24,False,"{'a': 0.1, 'e': 0.6662760212798243}",30,9,-186.07975154158788,"{0: 11, 1: 3, 2: 1, 3: 3, 4: 3}",1
25,False,"{'a': 0.1, 'e': 0.7373937155412458}",30,0,-27.16704884238019,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
26,False,"{'a': 0.1, 'e': 0.8011436155469337}",30,13,4.578959578855004,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
27,False,"{'a': 0.1, 'e': 0.8568887533689473}",25,0,-65.50607769327934,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
28,False,"{'a': 0.1, 'e': 0.9040721420170612}",25,0,-188.58576455323302,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
29,False,"{'a': 0.1, 'e': 0.9422223406686583}",30,0,-114.41822717663176,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",0
30,False,"{'a': 0.1, 'e': 0.9709581651495907}",25,0,-178.54077031833668,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
31,False,"{'a': 0.1, 'e': 0.9899924966004454}",25,0,-84.6241179895062,"{0: 16, 1: 6, 2: 1, 3: 1, 4: 1}",0
32,False,"{'a': 0.1, 'e': 0.9991351502732795}",20,0,-207.24465951096545,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
33,False,"{'a': 0.1, 'e': 0.9982947757947531}",25,0,-242.54007354127373,"{0: 11, 1: 1, 2: 9, 3: 0, 4: 4}",0
34,False,"{'a': 0.1, 'e': 0.9874797699088649}",20,0,-206.3140862498389,"{0: 8, 1: 4, 2: 3, 3: 2, 4: 3}",0
35,False,"{'a': 0.1, 'e': 0.9667981925794609}",25,0,-137.2814459722498,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
36,False,"{'a': 0.1, 'e': 0.9364566872907963}",25,0,-130.37911778509542,"{0: 14, 1: 5, 2: 2, 3: 3, 4: 1}",0
37,False,"{'a': 0.1, 'e': 0.896758416334147}",25,0,-54.77140384303368,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
38,False,"{'a': 0.1, 'e': 0.848100031710408}",20,0,-153.61106075217052,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
39,False,"{'a': 0.1, 'e': 0.7909677119144165}",25,7,-102.80085285246173,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 1}",1
40,False,"{'a': 0.1, 'e': 0.7259323042001399}",20,0,-51.192208699605146,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
41,False,"{'a': 0.1, 'e': 0.6536436208636119}",25,0,-118.14339586756874,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
42,False,"{'a': 0.1, 'e': 0.5748239465332685}",35,7,11.563247260912286,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.1, 'e': 0.4902608213406995}",20,0,-25.01697759580334,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
44,False,"{'a': 0.1, 'e': 0.40079917207997545}",25,15,6.331132280757241,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.1, 'e': 0.30733286997841935}",30,4,7.347737797743456,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
46,False,"{'a': 0.1, 'e': 0.21079579943077972}",25,0,24.956875456642145,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
47,False,"{'a': 0.1, 'e': 0.11215252693505398}",20,7,13.496994048206012,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.1, 'e': 0.01238866346289056}",20,8,21.832675925632113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.1, 'e': 0.08749898343944729}",20,6,21.001659644411767,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.1, 'e': 0.18651236942257574}",20,15,9.311180049279356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.1, 'e': 0.2836621854632263}",25,0,-58.33519855304259,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
52,False,"{'a': 0.1, 'e': 0.37797774271298107}",25,0,-96.93075957306668,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
53,False,"{'a': 0.1, 'e': 0.4685166713003771}",30,16,-26.12669617348154,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
54,False,"{'a': 0.1, 'e': 0.5543743361791615}",20,0,-14.501021382972352,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
55,False,"{'a': 0.1, 'e': 0.6346928759426346}",20,0,-18.632293248996383,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
56,False,"{'a': 0.1, 'e': 0.70866977429126}",35,20,-39.67243344036003,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
57,False,"{'a': 0.1, 'e': 0.7755658785102502}",20,0,-94.63861081844058,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
58,False,"{'a': 0.1, 'e': 0.8347127848391598}",25,0,-67.90282740723936,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
59,False,"{'a': 0.1, 'e': 0.8855195169413194}",25,11,-2.102246200258521,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
60,False,"{'a': 0.1, 'e': 0.9274784307440359}",25,0,-171.80496896989075,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
61,False,"{'a': 0.1, 'e': 0.9601702866503661}",30,0,-218.32920908921884,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 4}",0
62,False,"{'a': 0.1, 'e': 0.9832684384425847}",20,0,-62.130508539181776,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
63,False,"{'a': 0.1, 'e': 0.9965420970232175}",30,0,-87.72122097034976,"{0: 22, 1: 4, 2: 1, 3: 2, 4: 1}",0
64,False,"{'a': 0.1, 'e': 0.9998586363834151}",25,1,-187.78349029573735,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 3}",1
65,False,"{'a': 0.1, 'e': 0.9931849187581926}",20,0,-33.74803439221842,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
66,False,"{'a': 0.1, 'e': 0.9765876257280235}",25,0,-174.0557036367252,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
67,False,"{'a': 0.1, 'e': 0.9502325919585293}",35,0,-257.35032191407527,"{0: 19, 1: 4, 2: 6, 3: 2, 4: 4}",0
68,False,"{'a': 0.1, 'e': 0.9143831482353193}",20,4,-74.62917221948844,"{0: 8, 1: 3, 2: 3, 3: 2, 4: 0}",1
69,False,"{'a': 0.1, 'e': 0.8693974903498248}",25,17,-8.955425833005627,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.1, 'e': 0.8157251001253568}",20,7,-4.764676424510065,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.1, 'e': 0.7539022543433046}",30,0,-113.37983015134267,"{0: 23, 1: 2, 2: 1, 3: 2, 4: 2}",0
72,False,"{'a': 0.1, 'e': 0.6845466664428059}",20,0,-31.132843928206903,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.1, 'e': 0.6083513145322546}",20,0,-78.14312915068815,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
74,False,"{'a': 0.1, 'e': 0.5260775173811046}",25,14,-11.073593970631444,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.1, 'e': 0.43854732757439036}",30,1,-21.599881277875898,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 0}",1
76,False,"{'a': 0.1, 'e': 0.3466353178350258}",25,0,-41.83600720955563,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.1, 'e': 0.25125984258225487}",20,0,18.42583069133625,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
78,False,"{'a': 0.1, 'e': 0.15337386203786435}",20,0,33.20097345882329,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
79,False,"{'a': 0.1, 'e': 0.05395542056264886}",20,0,26.941068521568358,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
80,False,"{'a': 0.1, 'e': 0.04600212563953695}",20,0,10.3049281169442,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
81,False,"{'a': 0.1, 'e': 0.14550003380861354}",20,0,-50.66963843634038,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
82,False,"{'a': 0.1, 'e': 0.2435441537357911}",20,0,-7.811662206398578,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
83,False,"{'a': 0.1, 'e': 0.3391548609838362}",25,0,-34.809864176118715,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
84,False,"{'a': 0.1, 'e': 0.4313768449706208}",20,0,-55.07821593198491,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
85,False,"{'a': 0.1, 'e': 0.5192886541166856}",20,0,-20.803925774653802,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
86,False,"{'a': 0.1, 'e': 0.6020119026848236}",20,15,-5.01748605874077,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.1, 'e': 0.6787200473200125}",20,0,-34.24765702038775,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
88,False,"{'a': 0.1, 'e': 0.7486466455973999}",20,0,-100.14278997256919,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
89,False,"{'a': 0.1, 'e': 0.811093014061656}",20,0,-68.30766211360267,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.1, 'e': 0.8654352092411123}",25,0,-150.06845576982383,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
91,False,"{'a': 0.1, 'e': 0.9111302618846769}",20,0,-60.68506341277585,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
92,False,"{'a': 0.1, 'e': 0.9477216021311119}",20,0,-110.6118425256416,"{0: 12, 1: 5, 2: 0, 3: 1, 4: 2}",0
93,False,"{'a': 0.1, 'e': 0.974843621404164}",20,0,-198.7258041464811,"{0: 12, 1: 2, 2: 0, 3: 2, 4: 4}",0
94,False,"{'a': 0.1, 'e': 0.9922253254526034}",30,6,-35.48211749289096,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 0}",1
95,False,"{'a': 0.1, 'e': 0.9996930420352065}",25,0,-252.38120492614001,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 5}",0
96,False,"{'a': 0.1, 'e': 0.9971721561963784}",30,0,-137.70073026571944,"{0: 15, 1: 4, 2: 10, 3: 0, 4: 1}",0
97,False,"{'a': 0.1, 'e': 0.9846878557941267}",25,0,-253.59994535041437,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 5}",0
98,False,"{'a': 0.1, 'e': 0.9623648798313098}",20,0,-49.45700007670137,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
99,False,"{'a': 0.1, 'e': 0.9304262721047533}",25,0,-71.49010784111061,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
100,False,"{'a': 0.1, 'e': 0.8891911526253609}",20,0,-129.60237934151053,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
101,False,"{'a': 0.1, 'e': 0.8390715290764524}",25,0,-25.84604466178337,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
102,False,"{'a': 0.1, 'e': 0.7805681801691826}",30,13,-29.126935059755873,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
103,False,"{'a': 0.1, 'e': 0.714265652027199}",25,8,-148.74520255846699,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 3}",1
104,False,"{'a': 0.1, 'e': 0.6408264175949933}",20,0,-108.08910917273244,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",1
105,False,"{'a': 0.1, 'e': 0.5609842574272288}",25,15,-31.04432335775927,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.1, 'e': 0.47553692799599256}",20,0,-35.995310737369586,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.1, 'e': 0.385338190771828}",25,11,17.415639270296882,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.1, 'e': 0.29128928172134383}",20,0,22.95143990473575,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.1, 'e': 0.1943299064553348}",20,6,14.80409147811343,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.1, 'e': 0.09542885100095067}",30,12,28.5053919182963,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.1, 'e': 0.004425697988050786}",20,12,14.638102580436684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.1, 'e': 0.10423602686569865}",35,23,22.04717841992286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.1, 'e': 0.20300486381875216}",30,24,11.724760483301761,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.1, 'e': 0.2997453432770149}",25,17,5.321262934479338,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.1, 'e': 0.3934908663478909}",20,7,-10.126024904859314,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.1, 'e': 0.4833047587530059}",35,1,-73.04607911612442,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 2}",1
117,False,"{'a': 0.1, 'e': 0.568289629767975}",20,0,-53.44687807701552,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
118,False,"{'a': 0.1, 'e': 0.6475963386538773}",20,4,-95.99588239397372,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 2}",1
119,False,"{'a': 0.1, 'e': 0.7204324789908387}",25,17,-2.24843392993309,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.1, 'e': 0.7860702961410394}",20,0,-84.70932832440765,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
121,False,"{'a': 0.1, 'e': 0.8438539587324921}",20,6,-62.172868510864106,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
122,False,"{'a': 0.1, 'e': 0.8932061115093233}",20,0,-129.39838053535922,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
123,False,"{'a': 0.1, 'e': 0.9336336440746379}",20,0,-119.86773680417514,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
124,False,"{'a': 0.1, 'e': 0.9647326178866098}",25,14,9.832453148554766,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.1, 'e': 0.9861923022788637}",25,0,-45.0758478929165,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
126,False,"{'a': 0.1, 'e': 0.9977982791785807}",20,11,-4.934562618013946,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.1, 'e': 0.9994345855010047}",20,0,-255.84201162887513,"{0: 8, 1: 1, 2: 6, 3: 0, 4: 5}",0
128,False,"{'a': 0.1, 'e': 0.991084871814253}",25,0,-146.64361280765775,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
129,False,"{'a': 0.1, 'e': 0.9728325656974354}",20,0,-71.34879604246404,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
130,False,"{'a': 0.1, 'e': 0.9448600381598606}",20,0,-18.452824163810043,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
131,False,"{'a': 0.1, 'e': 0.9074467814501962}",20,8,-46.77926349336617,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
132,False,"{'a': 0.1, 'e': 0.8609666164623055}",20,0,-93.13652186281618,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
133,False,"{'a': 0.1, 'e': 0.8058839576404496}",25,0,-37.04275877515274,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
134,False,"{'a': 0.1, 'e': 0.7427491727036695}",20,2,-101.98765461236091,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
135,False,"{'a': 0.1, 'e': 0.6721930835534681}",20,0,-40.968900613818285,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
136,False,"{'a': 0.1, 'e': 0.594920663309892}",25,0,-25.776992755086,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
137,False,"{'a': 0.1, 'e': 0.5117039924531475}",30,10,-24.0160876299996,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.1, 'e': 0.42337454445066386}",30,23,15.237446328186916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.1, 'e': 0.33081487794904696}",30,7,38.784978405034984,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.1, 'e': 0.23494981853982308}",20,0,-20.372411461881253,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
141,False,"{'a': 0.1, 'e': 0.1367372182078336}",20,3,28.82048132124015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.1, 'e': 0.037158384790824624}",30,21,17.51270423672256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.1, 'e': 0.06279172292408353}",20,3,31.962140089324897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.1, 'e': 0.16211443649971827}",20,12,1.8084968600817686,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.1, 'e': 0.25981735621375585}",25,3,7.622255344577374,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.1, 'e': 0.354924266788705}",20,0,-26.898910887038014,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
147,False,"{'a': 0.1, 'e': 0.4464848914122672}",25,11,-0.5989956639708982,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.1, 'e': 0.5335843865891192}",25,8,-33.259694010382894,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
149,False,"{'a': 0.1, 'e': 0.6153524829547208}",20,14,12.1791279028178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.1, 'e': 0.6909721807191258}",25,0,-11.684375866899,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.1, 'e': 0.7596879128588212}",25,4,-53.68462110574655,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
152,False,"{'a': 0.1, 'e': 0.8208130944926693}",35,15,-23.92816032788993,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
153,False,"{'a': 0.1, 'e': 0.8737369830110809}",30,0,-118.26624709703651,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
154,False,"{'a': 0.1, 'e': 0.9179307804142933}",35,0,-73.15727877097262,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 1}",0
155,False,"{'a': 0.1, 'e': 0.9529529168871803}",20,0,-72.28968614097899,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
156,False,"{'a': 0.1, 'e': 0.9784534628188842}",20,0,-198.878967535429,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
157,False,"{'a': 0.1, 'e': 0.9941776251838154}",30,0,-96.57760525699774,"{0: 18, 1: 5, 2: 5, 3: 2, 4: 0}",0
158,False,"{'a': 0.1, 'e': 0.9999682933493399}",20,0,-85.97912816900133,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
159,False,"{'a': 0.1, 'e': 0.9957676088732885}",30,0,-190.89811485496972,"{0: 15, 1: 2, 2: 10, 3: 1, 4: 2}",0
160,False,"{'a': 0.1, 'e': 0.9816175436063844}",25,0,-46.4117242792714,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
161,False,"{'a': 0.1, 'e': 0.9576594803233847}",20,0,-57.123986296862874,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
162,False,"{'a': 0.1, 'e': 0.9241328000731296}",30,0,-109.17904956731994,"{0: 16, 1: 6, 2: 6, 3: 2, 4: 0}",0
163,False,"{'a': 0.1, 'e': 0.8813724903622346}",25,0,-94.5621915381083,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
164,False,"{'a': 0.1, 'e': 0.829805798070649}",25,2,-4.603909212054841,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
165,False,"{'a': 0.1, 'e': 0.7699479605420695}",30,0,-193.56907178764533,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
166,False,"{'a': 0.1, 'e': 0.7023970575027135}",20,0,-64.13544227510542,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
167,False,"{'a': 0.1, 'e': 0.627828035246386}",25,0,-43.28257183089936,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
168,False,"{'a': 0.1, 'e': 0.5469859627942356}",25,0,-6.381767842885601,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
169,False,"{'a': 0.1, 'e': 0.46067858741136253}",30,0,-5.238467683934834,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
170,False,"{'a': 0.1, 'e': 0.3697682638631698}",25,5,6.496696869635693,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
171,False,"{'a': 0.1, 'e': 0.27516333805159693}",20,9,-30.085829261430284,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
172,False,"{'a': 0.1, 'e': 0.17780907112311564}",20,4,23.610379904224683,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.1, 'e': 0.07867819473184015}",25,10,25.909005805446874,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.1, 'e': 0.021238808173646012}",35,19,32.60163059879732,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.1, 'e': 0.12094359992847765}",30,1,43.51410412515536,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.1, 'e': 0.21943996321145934}",30,2,-86.31361165575225,"{0: 22, 1: 0, 2: 2, 3: 3, 4: 1}",1
177,False,"{'a': 0.1, 'e': 0.31574375491924334}",25,10,12.747399643610375,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.1, 'e': 0.4088927393988798}",35,17,-37.91112391263994,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
179,False,"{'a': 0.1, 'e': 0.49795620278841546}",20,13,-35.953109570230296,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.1, 'e': 0.5820442524021253}",25,0,15.084410777564381,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
181,False,"{'a': 0.1, 'e': 0.6603167082440802}",25,0,-35.396127845770536,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 1}",0
182,False,"{'a': 0.1, 'e': 0.7319914978089467}",25,8,-8.2224646837583,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.1, 'e': 0.7963524702919231}",25,0,-165.66444971374415,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
184,False,"{'a': 0.1, 'e': 0.8527565521308731}",20,0,-82.51603116372124,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
